categories,documentation-url,end-date,entry-date,geography,geometry,legislation,name,notes,organisation,point,reference,start-date,slug
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969108#11969108,,2021-06-23,housing-allocation:SCLP12.45,"MULTIPOLYGON (((1.401865 52.151667,1.401747 52.151964,1.402968 52.152110,1.403011 52.151652,1.401865 52.151667)))",,"Land to the South of Station Road, Campsea Ashe",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-45
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11964276#11964276,,2021-06-23,housing-allocation:SCLP12.46,"MULTIPOLYGON (((1.297171 52.161436,1.298400 52.161311,1.298336 52.160795,1.296824 52.160917,1.296147 52.161038,1.296423 52.161563,1.297171 52.161436)))",,"Land behind 15 St Peters Close, Charsfield",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-46
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969172#11969172,,2021-06-23,housing-allocation:SCLP12.48,"MULTIPOLYGON (((1.535687 52.276889,1.536068 52.277443,1.538060 52.277032,1.537805 52.276391,1.536574 52.276622,1.535687 52.276889)))",,"Land North of The Street, Darsham",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-48
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11967924#11967924,,2021-06-23,housing-allocation:SCLP12.5,"MULTIPOLYGON (((1.366392 51.968314,1.366663 51.968348,1.366834 51.967856,1.366912 51.967869,1.367088 51.967496,1.365593 51.967331,1.365658 51.967160,1.365211 51.967050,1.365055 51.967365,1.364743 51.967332,1.364573 51.968061,1.364991 51.968111,1.364964 51.968185,1.365113 51.968273,1.365482 51.968275,1.365423 51.968523,1.366312 51.968607,1.366392 51.968314)))",,Lasnd at Brackenbury Sports Centre,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-5
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969236#11969236,,2021-06-23,housing-allocation:SCLP12.51,"MULTIPOLYGON (((1.246920 52.105443,1.246404 52.106987,1.248273 52.107227,1.248754 52.107316,1.248996 52.107210,1.249754 52.105475,1.249784 52.105225,1.249757 52.104899,1.249624 52.104642,1.249538 52.104612,1.248040 52.104700,1.246994 52.104828,1.246920 52.105443)))",,"Land to the West of Chapel Road, Grundisburgh",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-51
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969268#11969268,,2021-06-23,housing-allocation:SCLP12.52,"MULTIPOLYGON (((1.491036 52.230297,1.491304 52.230443,1.491840 52.230554,1.491979 52.230563,1.492558 52.230404,1.493343 52.228944,1.491119 52.229285,1.491096 52.230200,1.491036 52.230297)))",,"Land South of Ambleside, Main Road, Kelsale cum Carlton",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-52
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969300#11969300,,2021-06-23,housing-allocation:SCLP12.53,"MULTIPOLYGON (((1.314242 52.194155,1.313714 52.193964,1.312923 52.193754,1.312538 52.194422,1.313718 52.194751,1.314242 52.194155)))",,"Land North of the Street, Kettleburgh",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-53
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11964308#11964308,,2021-06-23,housing-allocation:SCLP12.54,"MULTIPOLYGON (((1.316018 52.010496,1.317005 52.010645,1.317063 52.010539,1.316531 52.010480,1.316728 52.010019,1.315869 52.009932,1.315639 52.010273,1.315478 52.010439,1.316018 52.010496)))",,"Land to the rear of 31-37 Bucklesham Road, Kirton",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-54
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969364#11969364,,2021-06-23,housing-allocation:SCLP12.55,"MULTIPOLYGON (((1.553947 52.195923,1.554912 52.195540,1.554676 52.194890,1.553410 52.195339,1.553947 52.195923)))",,"Land at School Road, Knodishall",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-55
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969396#11969396,,2021-06-23,housing-allocation:SCLP12.56,"MULTIPOLYGON (((1.253936 52.010665,1.254535 52.010514,1.254482 52.009274,1.253849 52.009293,1.253714 52.009365,1.253741 52.009835,1.253820 52.010421,1.253936 52.010665)))",,"Land at Bridge Road, Levington",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-56
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969428#11969428,,2021-06-23,housing-allocation:SCLP12.57,"MULTIPOLYGON (((1.530432 52.099368,1.529305 52.099121,1.528540 52.099751,1.529974 52.100064,1.530211 52.099776,1.530432 52.099368)))",,"Land North of Mill Close, Orford",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-57
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969460#11969460,,2021-06-23,housing-allocation:SCLP12.58,"MULTIPOLYGON (((1.223857 52.151800,1.222975 52.152298,1.223532 52.152694,1.223135 52.152941,1.223403 52.153154,1.223672 52.153457,1.224018 52.153400,1.225291 52.153525,1.223857 52.151800)))",,"Land adjacent to Swiss Farm, Otley",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-58
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969492#11969492,,2021-06-23,housing-allocation:SCLP12.59,"MULTIPOLYGON (((1.455411 52.273739,1.455552 52.273981,1.455741 52.274139,1.456185 52.274398,1.456390 52.274235,1.456553 52.273960,1.456548 52.273917,1.455752 52.273549,1.455411 52.273739)))",,"Land adjacent to Farthings, Sibton Road, Peasenhall",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-59
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11967956#11967956,,2021-06-23,housing-allocation:SCLP12.6,"MULTIPOLYGON (((1.337359 51.952575,1.338592 51.952138,1.338655 51.952071,1.338288 51.951677,1.338196 51.951638,1.337277 51.951956,1.337513 51.952207,1.337052 51.952370,1.337277 51.952603,1.337359 51.952575)))",,"Land at Sea Road, Felixstowe",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-6
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969524#11969524,,2021-06-23,housing-allocation:SCLP12.60,"MULTIPOLYGON (((1.362939 52.146314,1.362706 52.147176,1.362688 52.147486,1.362763 52.147848,1.364693 52.148180,1.365430 52.148145,1.366190 52.148278,1.367374 52.148351,1.367831 52.147864,1.368425 52.146991,1.362939 52.146314)))",,"Land between High Street and Chapel Lane, Pettistree (adjoining Wickham Market)",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-60
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969556#11969556,,2021-06-23,housing-allocation:SCLP12.61,"MULTIPOLYGON (((1.411335 52.133093,1.411311 52.133256,1.411495 52.133326,1.412318 52.133503,1.412522 52.133642,1.414345 52.133669,1.415771 52.133793,1.416320 52.133944,1.416369 52.133848,1.416490 52.133327,1.416688 52.132783,1.416670 52.132734,1.415663 52.132819,1.413722 52.131801,1.413295 52.132089,1.412742 52.132252,1.412123 52.132136,1.411335 52.133093)))",,"Land West of Garden Square, Rendlesham",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-61
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11964340#11964340,,2021-06-23,housing-allocation:SCLP12.62,"MULTIPOLYGON (((1.427869 52.132661,1.426023 52.131172,1.425020 52.130566,1.424897 52.130508,1.424645 52.130475,1.424443 52.130487,1.424384 52.130897,1.424245 52.131364,1.424136 52.131901,1.424023 52.132161,1.423780 52.132364,1.423572 52.132481,1.424006 52.132562,1.424883 52.132836,1.425079 52.132805,1.426554 52.133259,1.427030 52.132433,1.427869 52.132661)))",,"Land East of Redwald Road, Rendlesham",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-62
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969588#11969588,,2021-06-23,housing-allocation:SCLP12.63,"MULTIPOLYGON (((1.382988 52.051391,1.383600 52.051349,1.384200 52.051249,1.384109 52.050822,1.382982 52.050934,1.382988 52.051391)))",,"Land opposite The Sorrel Horse, The Street, Shottisham",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-63
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969620#11969620,,2021-06-23,housing-allocation:SCLP12.64,"MULTIPOLYGON (((1.314098 51.987911,1.313363 51.988313,1.312558 51.987657,1.312473 51.987730,1.311996 51.987936,1.311787 51.987932,1.311745 51.987957,1.312090 51.988193,1.312834 51.988561,1.314067 51.989015,1.314866 51.989230,1.315664 51.989401,1.316663 51.989479,1.316624 51.989517,1.316858 51.989499,1.317020 51.989438,1.317238 51.989204,1.317388 51.989092,1.318369 51.988549,1.318500 51.988276,1.318831 51.987869,1.318875 51.987884,1.318893 51.987713,1.318511 51.987623,1.317724 51.987331,1.317526 51.987179,1.317206 51.986824,1.316688 51.986356,1.315622 51.987376,1.315118 51.987189,1.316279 51.986035,1.316237 51.985979,1.316123 51.985925,1.314925 51.985595,1.314377 51.985885,1.314199 51.986035,1.314055 51.986314,1.313937 51.986314,1.313994 51.986348,1.313930 51.986429,1.313798 51.986554,1.313642 51.986648,1.313107 51.987234,1.314098 51.987911)))",,"Land off Howlett Way, Trimley St Martin",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-64
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969684#11969684,,2021-06-23,housing-allocation:SCLP12.66,"MULTIPOLYGON (((1.193937 52.091156,1.194037 52.090970,1.192739 52.090667,1.192622 52.090897,1.192105 52.091693,1.191920 52.092052,1.193370 52.092234,1.193943 52.091189,1.193937 52.091156)))",,"Land off Keightley Way, Tuddenham",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-66
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969716#11969716,,2021-06-23,housing-allocation:SCLP12.67,"MULTIPOLYGON (((1.170147 52.084930,1.169737 52.084412,1.169182 52.083793,1.166780 52.085000,1.166952 52.085646,1.167028 52.085667,1.168765 52.085296,1.169791 52.085045,1.170147 52.084930)))",,"Land South of Lower Road, Westerfield",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-67
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969748#11969748,,2021-06-23,housing-allocation:SCLP12.68,"MULTIPOLYGON (((1.573024 52.263110,1.574439 52.262682,1.575106 52.262619,1.575266 52.262174,1.574454 52.262248,1.573055 52.262620,1.573024 52.263110)))",,"Land West of the B1125, Westleton",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-68
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969780#11969780,,2021-06-23,housing-allocation:SCLP12.69,"MULTIPOLYGON (((1.575000 52.269712,1.575911 52.269724,1.575918 52.269114,1.575954 52.268932,1.574067 52.268900,1.573980 52.268969,1.573895 52.269414,1.573895 52.269706,1.575000 52.269712)))",,"Land at Cherry Lee, Darsham Road, Westleton",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-69
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11969812#11969812,,2021-06-23,housing-allocation:SCLP12.70,"MULTIPOLYGON (((1.190957 52.109013,1.190960 52.108978,1.190851 52.108957,1.190873 52.108796,1.190704 52.108658,1.190569 52.108414,1.190419 52.108279,1.190324 52.108237,1.189788 52.108685,1.189455 52.110458,1.189713 52.110521,1.190242 52.110721,1.190698 52.111014,1.190957 52.109013)))",,"Mow Hill, Witnesham",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-70
,https://eastsuffolk.inconsult.uk/consult.ti/suffolkcoastallocalplan2020/viewCompoundDoc?docid=11955764&partid=11964372#11964372,,2021-06-23,housing-allocation:SCLP12.71,"MULTIPOLYGON (((1.187032 52.105819,1.187082 52.105970,1.187328 52.105948,1.187570 52.105843,1.188289 52.105659,1.188589 52.105550,1.188685 52.105484,1.188774 52.105356,1.188914 52.105256,1.188217 52.105309,1.187677 52.105051,1.187405 52.105261,1.186786 52.105552,1.186946 52.105667,1.187032 52.105819)))",,"Land at Street Farm, Witnesham (Bridge)",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/SCLP12-71
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11492948#11492948,,2021-06-23,housing-allocation:WLP2.14,"MULTIPOLYGON (((1.719755 52.497801,1.718611 52.498140,1.718626 52.498166,1.717012 52.498375,1.716759 52.497734,1.716554 52.497759,1.716528 52.497723,1.715881 52.497812,1.715924 52.497915,1.715351 52.498027,1.715882 52.498778,1.716506 52.499788,1.717210 52.499570,1.718701 52.498953,1.719253 52.498755,1.719157 52.498582,1.720100 52.498358,1.720268 52.498676,1.720312 52.498706,1.721147 52.498476,1.722042 52.498287,1.721429 52.497098,1.720882 52.497098,1.720855 52.497050,1.719348 52.497127,1.719555 52.497420,1.719779 52.497793,1.719755 52.497801)))",,"Land north of Union Lane, Oulton",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP2-14
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11493012#11493012,,2021-06-23,housing-allocation:WLP2.15,"MULTIPOLYGON (((1.718341 52.494065,1.715556 52.494284,1.715383 52.494130,1.715041 52.494006,1.714913 52.494084,1.714592 52.494151,1.714645 52.494209,1.714705 52.494375,1.714615 52.494513,1.714502 52.494555,1.714412 52.495043,1.715676 52.495131,1.715702 52.495378,1.715677 52.495552,1.715172 52.496611,1.715325 52.496627,1.715684 52.496529,1.716562 52.496396,1.718427 52.496274,1.718373 52.496086,1.718834 52.496046,1.718926 52.495846,1.719073 52.494934,1.719102 52.494931,1.719018 52.494397,1.718917 52.494415,1.718446 52.494187,1.718367 52.494064,1.718341 52.494065)))",,"Land between Hall Lane and Union Lane, Oulton",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP2-15
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11493364#11493364,,2021-06-23,housing-allocation:WLP2.20,"MULTIPOLYGON (((1.735891 52.506975,1.736237 52.506486,1.733768 52.506109,1.733760 52.506275,1.733501 52.506247,1.733203 52.507256,1.733056 52.507235,1.732753 52.507937,1.734740 52.508273,1.735050 52.507782,1.735095 52.507764,1.735320 52.507727,1.735450 52.507755,1.735549 52.507718,1.736197 52.507887,1.736489 52.507413,1.735913 52.507257,1.736078 52.507031,1.735891 52.506975)))",,"Gunton Park, off Old Lane, Corton",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP2-20
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11492500#11492500,,2021-06-23,housing-allocation:WLP2.8,"MULTIPOLYGON (((1.753168 52.480265,1.753141 52.479978,1.753549 52.479941,1.753438 52.479164,1.753279 52.479091,1.752410 52.479280,1.752635 52.480221,1.753015 52.480186,1.753037 52.480277,1.753168 52.480265)))",,Former Lowestoft Hospital,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP2-8
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11493620#11493620,,2021-06-23,housing-allocation:WLP3.2,"MULTIPOLYGON (((1.557957 52.446736,1.558824 52.446702,1.558822 52.446738,1.559860 52.446726,1.560883 52.446826,1.560984 52.446537,1.560971 52.446509,1.561148 52.446100,1.561341 52.445860,1.561477 52.445612,1.561543 52.445238,1.561519 52.445065,1.561302 52.444308,1.561214 52.444157,1.560853 52.442930,1.559587 52.442958,1.559624 52.442778,1.559267 52.442836,1.558130 52.442736,1.557829 52.443494,1.557651 52.443517,1.557565 52.444617,1.557236 52.444607,1.557284 52.445672,1.557270 52.446467,1.557244 52.446472,1.557263 52.446762,1.557957 52.446736)))",,"Land west of London Road, Beccles",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP3-2
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11493940#11493940,,2021-06-23,housing-allocation:WLP4.2,"MULTIPOLYGON (((1.493401 52.339699,1.493124 52.340137,1.490003 52.340090,1.488917 52.341355,1.490005 52.341750,1.489978 52.341775,1.490489 52.341961,1.491055 52.342099,1.491437 52.342140,1.492899 52.342141,1.494779 52.342223,1.494943 52.342191,1.495122 52.341915,1.495319 52.341698,1.495862 52.341302,1.495842 52.341284,1.495947 52.341150,1.495832 52.340567,1.495059 52.340423,1.493401 52.339699)))",,"Land adjacent to Chediston Street, Halesworth",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP4-2
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11494004#11494004,,2021-06-23,housing-allocation:WLP4.3,"MULTIPOLYGON (((1.501732 52.350422,1.501542 52.350774,1.501517 52.350912,1.501518 52.351022,1.501584 52.351225,1.501570 52.351412,1.502519 52.351398,1.502512 52.351264,1.502406 52.351073,1.502316 52.351057,1.502389 52.350951,1.502193 52.350911,1.502217 52.350865,1.502059 52.350831,1.502196 52.350547,1.501732 52.350422)))",,"Land north of Old Station Road, Halesworth",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP4-3
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11494068#11494068,,2021-06-23,housing-allocation:WLP4.4,"MULTIPOLYGON (((1.522200 52.347003,1.522534 52.347289,1.522569 52.347276,1.522808 52.347471,1.524312 52.347173,1.524073 52.346952,1.523552 52.346692,1.523181 52.346873,1.523141 52.346845,1.522920 52.346954,1.522632 52.346751,1.522200 52.347003)))",,"Land west of Lodge Road, Holton",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP4-4
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11494388#11494388,,2021-06-23,housing-allocation:WLP5.1,"MULTIPOLYGON (((1.450404 52.445796,1.449792 52.446303,1.448424 52.447212,1.449593 52.447709,1.451384 52.448527,1.451923 52.447954,1.452279 52.447691,1.452432 52.447634,1.452503 52.447466,1.452746 52.447085,1.452796 52.446937,1.450404 52.445796)))",,"Land east of St Johns Road, Bungay",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP5-1
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11494452#11494452,,2021-06-23,housing-allocation:WLP5.2,"MULTIPOLYGON (((1.446850 52.444009,1.446722 52.444571,1.446534 52.444933,1.446137 52.444813,1.445915 52.445065,1.445564 52.445563,1.449108 52.446478,1.449743 52.445962,1.449840 52.445805,1.449815 52.445764,1.449197 52.445454,1.449257 52.445372,1.449206 52.445339,1.448930 52.445235,1.449695 52.444552,1.450865 52.445030,1.452107 52.443742,1.452044 52.443650,1.450834 52.442752,1.450108 52.442325,1.446545 52.440585,1.446567 52.440636,1.445783 52.441316,1.445682 52.441305,1.445348 52.441639,1.443768 52.441376,1.443212 52.441948,1.442729 52.442591,1.442528 52.443310,1.442488 52.443362,1.446850 52.444009)))",,"Land west of St Johns Road, Bungay",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP5-2
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11494676#11494676,,2021-06-23,housing-allocation:WLP6.1,"MULTIPOLYGON (((1.660227 52.338693,1.659064 52.341535,1.662037 52.341444,1.662314 52.341381,1.662245 52.341296,1.663986 52.340876,1.663721 52.339644,1.664295 52.339742,1.664348 52.339640,1.663695 52.339502,1.663560 52.338767,1.663499 52.338214,1.660471 52.337938,1.660227 52.338693)))",,"Land west of Copperwheat Avenue, Reydon",,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP6-1
